                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.456,                 3.6743,                 1.7707,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.073211,              0.0019207,              0.0019207
                      2,                 1.5252,                 3.3865,                 1.8352,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.045995,              0.0037368,              0.0037368
                      3,                 1.4706,                 3.2027,                 1.7822,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.018652,              0.0054261,              0.0054261
                      4,                 1.4466,                 3.1042,                 1.7618,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0060347,              0.0060347,              0.0060347
                      5,                 1.3805,                 2.8628,                 1.6933,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0060347,              0.0060347,              0.0060347
                      6,                  1.328,                 2.6415,                 1.6236,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058163,              0.0058163,              0.0058163
                      7,                 1.3022,                 2.4846,                 1.6028,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0055979,              0.0055979,              0.0055979
                      8,                 1.2538,                 2.3714,                 1.5659,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0053795,              0.0053795,              0.0053795
                      9,                 1.2541,                 2.3502,                 1.5661,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005161,               0.005161,               0.005161
                     10,                 1.2101,                  2.205,                  1.515,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049426,              0.0049426,              0.0049426
                     11,                 1.1959,                 2.1349,                 1.5026,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047242,              0.0047242,              0.0047242
                     12,                 1.1874,                 2.1207,                 1.4958,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045058,              0.0045058,              0.0045058
                     13,                 1.1649,                 2.0261,                 1.4751,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042874,              0.0042874,              0.0042874
                     14,                 1.1297,                 1.9673,                 1.4499,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040689,              0.0040689,              0.0040689
                     15,                 1.1268,                 1.9031,                 1.4506,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038505,              0.0038505,              0.0038505
                     16,                 1.1157,                 1.8701,                 1.4309,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036321,              0.0036321,              0.0036321
                     17,                 1.0927,                 1.8154,                  1.415,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034137,              0.0034137,              0.0034137
                     18,                 1.0937,                 1.7747,                 1.4082,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031953,              0.0031953,              0.0031953
                     19,                  1.061,                 1.7051,                 1.3815,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029768,              0.0029768,              0.0029768
                     20,                 1.0508,                  1.653,                 1.3705,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027584,              0.0027584,              0.0027584
                     21,                 1.0267,                  1.472,                 1.4108,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00254,                0.00254,                0.00254
                     22,                 1.0148,                 1.4192,                 1.3968,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023216,              0.0023216,              0.0023216
                     23,                0.98887,                 1.3564,                 1.3768,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021031,              0.0021031,              0.0021031
                     24,                 0.9718,                 1.3026,                 1.3476,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018847,              0.0018847,              0.0018847
                     25,                0.96866,                 1.2797,                 1.3531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016663,              0.0016663,              0.0016663
                     26,                0.94171,                  1.215,                 1.3335,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014479,              0.0014479,              0.0014479
                     27,                0.92193,                  1.178,                  1.303,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012295,              0.0012295,              0.0012295
                     28,                0.90312,                  1.132,                 1.2902,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001011,               0.001011,               0.001011
                     29,                0.86527,                 1.0726,                 1.2538,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00079261,             0.00079261,             0.00079261
                     30,                0.86695,                 1.0425,                 1.2575,                0.82364,                0.75444,                0.80186,                0.50457,                0.98985,                 1.1987,                 1.3984,             0.00057419,             0.00057419,             0.00057419
