                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.403,                 3.4197,                 2.0101,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.077812,              0.0024654,              0.0024654
                      2,                 2.4669,                 3.1663,                 2.0616,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.05521,              0.0047944,              0.0047944
                      3,                 2.4056,                 3.0362,                 2.0262,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.032443,              0.0069585,              0.0069585
                      4,                 2.3432,                 2.9515,                 1.9719,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0095117,              0.0089577,              0.0089577
                      5,                 2.2704,                  2.852,                 1.9336,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0086768,              0.0086768,              0.0086768
                      6,                 2.2196,                 2.6671,                 1.8869,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0086768,              0.0086768,              0.0086768
                      7,                 2.1752,                 2.5243,                 1.8484,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0083459,              0.0083459,              0.0083459
                      8,                 2.1021,                 2.4008,                 1.7922,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0080151,              0.0080151,              0.0080151
                      9,                 2.0596,                 2.3699,                 1.7804,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0076843,              0.0076843,              0.0076843
                     10,                  2.025,                 2.2421,                 1.7379,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0073535,              0.0073535,              0.0073535
                     11,                 1.9817,                 2.1684,                 1.6955,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0070227,              0.0070227,              0.0070227
                     12,                 1.9506,                 2.1065,                 1.6801,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0066919,              0.0066919,              0.0066919
                     13,                 1.9437,                 2.0715,                 1.6761,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0063611,              0.0063611,              0.0063611
                     14,                 1.9003,                 2.0353,                 1.6533,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0060303,              0.0060303,              0.0060303
                     15,                 1.8769,                 1.9326,                 1.6402,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0056995,              0.0056995,              0.0056995
                     16,                 1.8436,                 1.8805,                 1.6183,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0053687,              0.0053687,              0.0053687
                     17,                 1.8322,                 1.8579,                 1.6179,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0050379,              0.0050379,              0.0050379
                     18,                 1.8235,                  1.833,                 1.5967,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004707,               0.004707,               0.004707
                     19,                 1.7691,                 1.7507,                 1.5635,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043762,              0.0043762,              0.0043762
                     20,                 1.7565,                 1.7192,                 1.5588,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040454,              0.0040454,              0.0040454
                     21,                 1.7418,                 1.5939,                 1.6313,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037146,              0.0037146,              0.0037146
                     22,                 1.7146,                 1.5136,                 1.6157,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033838,              0.0033838,              0.0033838
                     23,                 1.6664,                 1.4581,                 1.5893,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003053,               0.003053,               0.003053
                     24,                 1.6336,                 1.3811,                 1.5423,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027222,              0.0027222,              0.0027222
                     25,                 1.6275,                 1.3404,                 1.5433,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023914,              0.0023914,              0.0023914
                     26,                 1.5708,                 1.2662,                 1.5178,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020606,              0.0020606,              0.0020606
                     27,                 1.5506,                 1.2548,                 1.4899,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017297,              0.0017297,              0.0017297
                     28,                 1.5305,                 1.2068,                 1.4804,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013989,              0.0013989,              0.0013989
                     29,                  1.485,                 1.1529,                 1.4546,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010681,              0.0010681,              0.0010681
                     30,                 1.4626,                 1.1206,                 1.4427,                0.78697,                0.69609,                0.77234,                0.47652,                 1.6073,                 1.1792,                 1.5588,             0.00073732,             0.00073732,             0.00073732
