                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.82932,                 3.0848,                 2.0175,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.077118,              0.0021175,              0.0021175
                      2,                0.85878,                 2.8175,                  2.055,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.053838,              0.0041191,              0.0041191
                      3,                0.84863,                 2.7502,                 2.0598,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.030418,              0.0059801,              0.0059801
                      4,                0.80994,                 2.5536,                 1.9662,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0076364,              0.0076364,              0.0076364
                      5,                0.77861,                 2.3901,                 1.9119,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0076364,              0.0076364,              0.0076364
                      6,                0.75285,                 2.2311,                 1.8463,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0073585,              0.0073585,              0.0073585
                      7,                0.74737,                 2.1235,                 1.8225,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0070806,              0.0070806,              0.0070806
                      8,                0.71366,                 1.9817,                 1.7613,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0068027,              0.0068027,              0.0068027
                      9,                0.70985,                  1.957,                 1.7649,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0065249,              0.0065249,              0.0065249
                     10,                0.68477,                 1.8451,                 1.7146,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006247,               0.006247,               0.006247
                     11,                0.68085,                 1.7751,                 1.6816,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0059691,              0.0059691,              0.0059691
                     12,                0.67008,                 1.7519,                 1.6787,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0056912,              0.0056912,              0.0056912
                     13,                0.67016,                 1.7174,                 1.6783,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0054133,              0.0054133,              0.0054133
                     14,                0.65067,                  1.658,                 1.6538,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051355,              0.0051355,              0.0051355
                     15,                0.63879,                 1.5763,                 1.6275,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0048576,              0.0048576,              0.0048576
                     16,                0.63383,                 1.5672,                  1.608,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045797,              0.0045797,              0.0045797
                     17,                0.62595,                 1.5293,                 1.6025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043018,              0.0043018,              0.0043018
                     18,                0.62573,                 1.5058,                 1.5976,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004024,               0.004024,               0.004024
                     19,                0.60281,                 1.4102,                 1.5507,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037461,              0.0037461,              0.0037461
                     20,                0.59901,                 1.3928,                 1.5523,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034682,              0.0034682,              0.0034682
                     21,                0.60704,                  1.338,                 1.6663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031903,              0.0031903,              0.0031903
                     22,                0.59234,                 1.2757,                 1.6367,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029124,              0.0029124,              0.0029124
                     23,                0.57391,                 1.2195,                 1.6049,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026346,              0.0026346,              0.0026346
                     24,                0.56768,                 1.1624,                 1.5733,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023567,              0.0023567,              0.0023567
                     25,                0.56832,                 1.1572,                 1.5856,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020788,              0.0020788,              0.0020788
                     26,                0.55235,                 1.0999,                 1.5657,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018009,              0.0018009,              0.0018009
                     27,                0.53907,                 1.0556,                 1.5312,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001523,               0.001523,               0.001523
                     28,                0.52991,                 1.0094,                 1.5082,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012452,              0.0012452,              0.0012452
                     29,                0.51806,                0.97741,                 1.4831,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00096729,             0.00096729,             0.00096729
                     30,                  0.508,                 0.9534,                 1.4696,                0.81134,                  0.707,                0.78027,                0.49383,                 0.5672,                 1.0513,                 1.6252,             0.00068941,             0.00068941,             0.00068941
