                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2246,                 3.1518,                 2.1937,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.066532,              0.0024188,              0.0024188
                      2,                 1.2843,                 2.9232,                 2.2677,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.032527,              0.0047047,              0.0047047
                      3,                 1.2176,                 2.6875,                 2.1741,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0062965,              0.0062965,              0.0062965
                      4,                 1.1835,                 2.5852,                 2.1093,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0062965,              0.0062965,              0.0062965
                      5,                 1.1336,                  2.405,                  2.055,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0060748,              0.0060748,              0.0060748
                      6,                 1.0987,                 2.2352,                 1.9829,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058531,              0.0058531,              0.0058531
                      7,                 1.0685,                 2.1155,                 1.9428,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0056313,              0.0056313,              0.0056313
                      8,                 1.0276,                 1.9734,                 1.8817,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0054096,              0.0054096,              0.0054096
                      9,                 1.0265,                 1.9764,                 1.8948,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051878,              0.0051878,              0.0051878
                     10,                0.99499,                 1.8768,                 1.8449,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049661,              0.0049661,              0.0049661
                     11,                0.98162,                 1.7975,                 1.8227,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047444,              0.0047444,              0.0047444
                     12,                0.97203,                 1.7724,                 1.8039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045226,              0.0045226,              0.0045226
                     13,                0.95555,                 1.7123,                 1.7919,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043009,              0.0043009,              0.0043009
                     14,                0.93644,                 1.6597,                 1.7661,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0040792,              0.0040792,              0.0040792
                     15,                0.92134,                 1.5978,                 1.7494,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038574,              0.0038574,              0.0038574
                     16,                0.91802,                 1.5902,                 1.7406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036357,              0.0036357,              0.0036357
                     17,                 0.9048,                  1.557,                 1.7248,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034139,              0.0034139,              0.0034139
                     18,                0.89841,                 1.5177,                 1.7132,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031922,              0.0031922,              0.0031922
                     19,                0.87377,                 1.4523,                 1.6896,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029705,              0.0029705,              0.0029705
                     20,                0.86686,                 1.4219,                 1.6735,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027487,              0.0027487,              0.0027487
                     21,                0.85328,                 1.3009,                 1.7342,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002527,               0.002527,               0.002527
                     22,                0.84972,                 1.2604,                 1.7251,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023053,              0.0023053,              0.0023053
                     23,                0.82307,                 1.1971,                 1.6974,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020835,              0.0020835,              0.0020835
                     24,                0.80649,                  1.126,                 1.6527,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018618,              0.0018618,              0.0018618
                     25,                0.80031,                 1.1139,                 1.6448,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00164,                0.00164,                0.00164
                     26,                0.77638,                 1.0585,                 1.6318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014183,              0.0014183,              0.0014183
                     27,                0.75759,                 1.0211,                  1.593,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011966,              0.0011966,              0.0011966
                     28,                0.75398,                0.98561,                 1.5804,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00097484,             0.00097484,             0.00097484
                     29,                0.72697,                 0.9358,                 1.5481,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0007531,              0.0007531,              0.0007531
                     30,                0.71416,                0.90897,                 1.5324,                0.78074,                0.74119,                0.78032,                0.49763,                0.81202,                 1.0232,                  1.708,             0.00053136,             0.00053136,             0.00053136
