                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5193,                 2.5138,                 2.7776,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.071182,              0.0027426,              0.0027426
                      2,                 1.5306,                 2.2914,                 2.8311,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.041859,              0.0053341,              0.0053341
                      3,                 1.4462,                 2.1625,                 2.7157,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.012353,              0.0077427,              0.0077427
                      4,                 1.3887,                  1.992,                 2.6257,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0078303,              0.0078303,              0.0078303
                      5,                 1.3711,                 1.9696,                 2.5817,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0078303,              0.0078303,              0.0078303
                      6,                 1.3041,                 1.8596,                 2.4962,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0075438,              0.0075438,              0.0075438
                      7,                 1.3184,                 1.7956,                 2.5108,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072572,              0.0072572,              0.0072572
                      8,                 1.2716,                 1.7067,                 2.4324,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0069707,              0.0069707,              0.0069707
                      9,                 1.2542,                 1.6755,                 2.4171,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0066841,              0.0066841,              0.0066841
                     10,                 1.2229,                  1.598,                  2.363,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0063976,              0.0063976,              0.0063976
                     11,                 1.2162,                 1.6118,                 2.3628,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.006111,               0.006111,               0.006111
                     12,                 1.1998,                 1.5466,                 2.3273,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0058244,              0.0058244,              0.0058244
                     13,                 1.1983,                 1.5279,                 2.3241,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0055379,              0.0055379,              0.0055379
                     14,                 1.1656,                 1.4567,                 2.2717,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0052513,              0.0052513,              0.0052513
                     15,                 1.1401,                 1.3858,                 2.2281,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049648,              0.0049648,              0.0049648
                     16,                  1.138,                 1.3923,                 2.2275,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046782,              0.0046782,              0.0046782
                     17,                  1.129,                  1.385,                  2.235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043917,              0.0043917,              0.0043917
                     18,                 1.1151,                 1.3262,                 2.2101,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041051,              0.0041051,              0.0041051
                     19,                 1.0859,                 1.2768,                 2.1702,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038186,              0.0038186,              0.0038186
                     20,                  1.079,                  1.261,                 2.1632,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003532,               0.003532,               0.003532
                     21,                 1.0761,                 1.1784,                 2.2627,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032454,              0.0032454,              0.0032454
                     22,                 1.0442,                 1.1098,                 2.2303,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029589,              0.0029589,              0.0029589
                     23,                 1.0238,                 1.0618,                 2.1986,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026723,              0.0026723,              0.0026723
                     24,                 1.0099,                 1.0074,                 2.1574,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023858,              0.0023858,              0.0023858
                     25,                0.99829,                0.99885,                 2.1499,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020992,              0.0020992,              0.0020992
                     26,                0.96673,                0.95047,                 2.1114,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018127,              0.0018127,              0.0018127
                     27,                0.94985,                0.92996,                 2.0765,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015261,              0.0015261,              0.0015261
                     28,                0.93734,                0.90169,                 2.0591,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012396,              0.0012396,              0.0012396
                     29,                0.90752,                0.85733,                  2.017,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000953,               0.000953,               0.000953
                     30,                0.90141,                0.83246,                 1.9974,                0.78374,                0.70347,                0.77302,                0.48959,                0.99205,                0.87234,                 2.1589,             0.00066644,             0.00066644,             0.00066644
