                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4746,                 3.0047,                 2.8049,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.069486,              0.0024491,              0.0024491
                      2,                 1.5427,                 2.8185,                 2.9279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.038467,              0.0047633,              0.0047633
                      3,                 1.4673,                 2.5937,                 2.8121,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0072843,              0.0069139,              0.0069139
                      4,                 1.4306,                 2.5048,                 2.7686,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0066945,              0.0066945,              0.0066945
                      5,                 1.3622,                 2.3132,                 2.6591,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0066945,              0.0066945,              0.0066945
                      6,                 1.3323,                 2.1886,                 2.5937,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0064493,              0.0064493,              0.0064493
                      7,                 1.3025,                 2.0961,                 2.5527,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0062041,              0.0062041,              0.0062041
                      8,                 1.2632,                 1.9731,                 2.4808,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0059589,              0.0059589,              0.0059589
                      9,                 1.2571,                 1.9702,                 2.4864,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0057138,              0.0057138,              0.0057138
                     10,                 1.1995,                 1.8272,                 2.3949,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0054686,              0.0054686,              0.0054686
                     11,                 1.1891,                 1.7618,                 2.3625,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0052234,              0.0052234,              0.0052234
                     12,                  1.178,                 1.7461,                  2.347,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0049782,              0.0049782,              0.0049782
                     13,                 1.1689,                 1.7072,                 2.3303,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004733,               0.004733,               0.004733
                     14,                 1.1379,                 1.6504,                 2.2965,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0044879,              0.0044879,              0.0044879
                     15,                  1.137,                 1.5942,                 2.2866,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0042427,              0.0042427,              0.0042427
                     16,                  1.122,                 1.5516,                 2.2531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039975,              0.0039975,              0.0039975
                     17,                 1.1056,                 1.5379,                 2.2399,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037523,              0.0037523,              0.0037523
                     18,                 1.0937,                  1.485,                 2.2231,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035072,              0.0035072,              0.0035072
                     19,                 1.0644,                 1.4334,                 2.1845,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003262,               0.003262,               0.003262
                     20,                 1.0537,                 1.3856,                 2.1722,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030168,              0.0030168,              0.0030168
                     21,                 1.0437,                 1.3078,                 2.2665,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027716,              0.0027716,              0.0027716
                     22,                 1.0299,                 1.2381,                 2.2545,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025264,              0.0025264,              0.0025264
                     23,                 1.0043,                 1.1976,                  2.228,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022813,              0.0022813,              0.0022813
                     24,                0.98553,                 1.1349,                 2.1694,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020361,              0.0020361,              0.0020361
                     25,                0.98039,                 1.1053,                 2.1787,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017909,              0.0017909,              0.0017909
                     26,                0.95396,                 1.0522,                 2.1443,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015457,              0.0015457,              0.0015457
                     27,                0.92671,                 1.0178,                 2.0891,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013006,              0.0013006,              0.0013006
                     28,                0.91328,                0.98113,                 2.0657,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010554,              0.0010554,              0.0010554
                     29,                0.89583,                0.94865,                 2.0426,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0008102,              0.0008102,              0.0008102
                     30,                0.87208,                0.91559,                 2.0082,                0.78872,                  0.738,                0.78091,                0.48798,                  1.021,                 1.0222,                 2.3043,             0.00056503,             0.00056503,             0.00056503
