                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73755,                 2.7178,                 1.6724,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.079053,              0.0012473,              0.0012473
                      2,                0.77679,                 2.5704,                 1.7688,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.057788,              0.0024266,              0.0024266
                      3,                0.77053,                 2.4552,                 1.7482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.036441,              0.0035232,              0.0035232
                      4,                0.73054,                 2.2704,                 1.6817,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.015011,              0.0045373,              0.0045373
                      5,                0.71444,                 2.1416,                 1.6431,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0048842,              0.0048842,              0.0048842
                      6,                0.69999,                 2.0704,                 1.6151,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0048842,              0.0048842,              0.0048842
                      7,                0.67717,                 1.9494,                 1.5753,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0047002,              0.0047002,              0.0047002
                      8,                0.66104,                 1.8297,                 1.5394,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0045162,              0.0045162,              0.0045162
                      9,                0.64527,                 1.7666,                 1.5134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043323,              0.0043323,              0.0043323
                     10,                0.62855,                 1.6685,                 1.4705,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041483,              0.0041483,              0.0041483
                     11,                0.61709,                 1.6147,                 1.4684,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039644,              0.0039644,              0.0039644
                     12,                0.61076,                 1.6011,                 1.4693,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037804,              0.0037804,              0.0037804
                     13,                0.60307,                 1.5309,                 1.4412,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035964,              0.0035964,              0.0035964
                     14,                 0.5992,                  1.523,                 1.4357,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0034125,              0.0034125,              0.0034125
                     15,                0.57569,                 1.4204,                 1.3944,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032285,              0.0032285,              0.0032285
                     16,                0.58152,                   1.38,                 1.3895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030446,              0.0030446,              0.0030446
                     17,                0.57147,                 1.4078,                 1.3954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028606,              0.0028606,              0.0028606
                     18,                0.56729,                 1.3127,                 1.3638,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026766,              0.0026766,              0.0026766
                     19,                0.55431,                 1.2979,                  1.358,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024927,              0.0024927,              0.0024927
                     20,                0.55008,                 1.2658,                 1.3487,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023087,              0.0023087,              0.0023087
                     21,                0.55043,                 1.1829,                 1.4215,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021248,              0.0021248,              0.0021248
                     22,                0.53881,                 1.1352,                 1.4051,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019408,              0.0019408,              0.0019408
                     23,                0.52909,                  1.092,                 1.3888,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017569,              0.0017569,              0.0017569
                     24,                0.51066,                  1.032,                 1.3415,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015729,              0.0015729,              0.0015729
                     25,                  0.505,                 1.0108,                 1.3344,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013889,              0.0013889,              0.0013889
                     26,                 0.4985,                0.96838,                 1.3342,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001205,               0.001205,               0.001205
                     27,                0.48728,                 0.9365,                 1.3064,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001021,               0.001021,               0.001021
                     28,                0.47894,                0.91288,                  1.295,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00083705,             0.00083705,             0.00083705
                     29,                0.46781,                0.87596,                 1.2674,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00065309,             0.00065309,             0.00065309
                     30,                0.45698,                 0.8414,                 1.2513,                0.84046,                0.74247,                 0.8073,                0.51078,                0.51458,                0.92552,                 1.4017,             0.00046914,             0.00046914,             0.00046914
