                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.66754,                 1.5998,                 2.0894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.078694,              0.0011119,              0.0011119
                      2,                0.69654,                 1.4804,                 2.1878,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.057075,              0.0021633,              0.0021633
                      3,                0.71312,                 1.5107,                  2.247,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.035383,              0.0031413,              0.0031413
                      4,                0.67522,                 1.3895,                 2.1318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.013618,              0.0040457,              0.0040457
                      5,                 0.6612,                 1.3264,                 2.1006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004312,               0.004312,               0.004312
                      6,                0.63729,                 1.2486,                 2.0351,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004312,               0.004312,               0.004312
                      7,                0.62681,                 1.2037,                 2.0099,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041499,              0.0041499,              0.0041499
                      8,                0.61023,                 1.1218,                 1.9529,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039879,              0.0039879,              0.0039879
                      9,                  0.592,                 1.0623,                  1.934,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038259,              0.0038259,              0.0038259
                     10,                0.58461,                 1.0438,                  1.912,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036639,              0.0036639,              0.0036639
                     11,                0.56705,                0.98211,                 1.8887,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0035019,              0.0035019,              0.0035019
                     12,                 0.5643,                0.95201,                 1.8648,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033399,              0.0033399,              0.0033399
                     13,                0.55602,                0.92732,                  1.848,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031779,              0.0031779,              0.0031779
                     14,                0.55269,                0.91494,                 1.8252,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0030159,              0.0030159,              0.0030159
                     15,                0.53599,                0.87072,                 1.7969,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028539,              0.0028539,              0.0028539
                     16,                0.51961,                0.85587,                 1.7645,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026919,              0.0026919,              0.0026919
                     17,                0.51567,                0.82483,                 1.7426,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0025298,              0.0025298,              0.0025298
                     18,                0.51451,                0.80833,                 1.7515,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0023678,              0.0023678,              0.0023678
                     19,                0.50353,                0.78417,                 1.7212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022058,              0.0022058,              0.0022058
                     20,                0.49958,                0.76894,                 1.6998,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0020438,              0.0020438,              0.0020438
                     21,                0.49996,                0.71538,                 1.8161,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018818,              0.0018818,              0.0018818
                     22,                0.49353,                0.69647,                 1.7896,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0017198,              0.0017198,              0.0017198
                     23,                0.47968,                0.66962,                 1.7685,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0015578,              0.0015578,              0.0015578
                     24,                0.46951,                0.63021,                 1.7214,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013958,              0.0013958,              0.0013958
                     25,                0.46473,                0.62727,                 1.7124,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012338,              0.0012338,              0.0012338
                     26,                0.45115,                0.58759,                 1.6954,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0010718,              0.0010718,              0.0010718
                     27,                0.43783,                0.57251,                 1.6504,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00090975,             0.00090975,             0.00090975
                     28,                0.42965,                0.54764,                 1.6299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00074774,             0.00074774,             0.00074774
                     29,                0.42405,                0.53295,                 1.6183,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00058573,             0.00058573,             0.00058573
                     30,                0.41739,                 0.5198,                 1.5997,                0.81291,                0.72667,                0.78859,                0.50937,                0.47318,                0.55967,                 1.8085,             0.00042372,             0.00042372,             0.00042372
