                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.61677,                 2.7618,                 1.6495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.078185,              0.0011821,              0.0011821
                      2,                0.65375,                 2.5731,                 1.7661,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.056047,              0.0022998,              0.0022998
                      3,                0.65259,                 2.5379,                 1.7606,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.033831,              0.0033396,              0.0033396
                      4,                0.62167,                  2.361,                 1.6944,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.011537,              0.0043014,              0.0043014
                      5,                0.59778,                 2.1812,                 1.6225,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0044692,              0.0044692,              0.0044692
                      6,                0.59142,                 2.1375,                 1.6128,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0044692,              0.0044692,              0.0044692
                      7,                 0.5772,                 1.9841,                 1.5726,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043015,              0.0043015,              0.0043015
                      8,                0.55381,                 1.8963,                 1.5302,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0041338,              0.0041338,              0.0041338
                      9,                0.54324,                 1.8222,                 1.5132,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0039661,              0.0039661,              0.0039661
                     10,                0.54411,                 1.7742,                 1.4999,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0037984,              0.0037984,              0.0037984
                     11,                0.52562,                 1.7087,                 1.4749,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036307,              0.0036307,              0.0036307
                     12,                0.51593,                 1.6032,                  1.442,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.003463,               0.003463,               0.003463
                     13,                 0.5153,                 1.6054,                 1.4521,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0032953,              0.0032953,              0.0032953
                     14,                0.50435,                 1.5209,                 1.4124,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031276,              0.0031276,              0.0031276
                     15,                0.49528,                  1.479,                 1.3962,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0029599,              0.0029599,              0.0029599
                     16,                0.49113,                 1.4509,                 1.3974,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0027922,              0.0027922,              0.0027922
                     17,                0.48512,                 1.4375,                 1.3896,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026245,              0.0026245,              0.0026245
                     18,                0.48328,                 1.3919,                 1.3692,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0024568,              0.0024568,              0.0024568
                     19,                0.47614,                 1.3783,                 1.3588,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0022891,              0.0022891,              0.0022891
                     20,                0.47411,                 1.3096,                 1.3396,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021214,              0.0021214,              0.0021214
                     21,                0.47404,                 1.2992,                 1.4581,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0019537,              0.0019537,              0.0019537
                     22,                0.46932,                 1.2317,                 1.4343,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.001786,               0.001786,               0.001786
                     23,                0.45566,                 1.1769,                 1.4231,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016183,              0.0016183,              0.0016183
                     24,                 0.4429,                  1.116,                 1.3767,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0014506,              0.0014506,              0.0014506
                     25,                0.44068,                 1.0997,                  1.368,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0012829,              0.0012829,              0.0012829
                     26,                0.43074,                 1.0432,                 1.3675,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011152,              0.0011152,              0.0011152
                     27,                0.41732,                 1.0127,                 1.3281,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00094747,             0.00094747,             0.00094747
                     28,                0.40774,                0.97241,                 1.3069,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00077977,             0.00077977,             0.00077977
                     29,                0.40672,                 0.9392,                 1.3034,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00061207,             0.00061207,             0.00061207
                     30,                0.39954,                0.90829,                  1.287,                0.80439,                0.71629,                0.79411,                0.51012,                 0.4328,                0.96748,                 1.4099,             0.00044437,             0.00044437,             0.00044437
