                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2988,                 3.4393,                 2.4023,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.067116,              0.0027163,              0.0027163
                      2,                   1.31,                 3.1651,                  2.472,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.033684,              0.0052838,              0.0052838
                      3,                 1.2304,                  2.858,                 2.3368,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0071291,              0.0071291,              0.0071291
                      4,                 1.2133,                 2.7021,                 2.2847,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0071291,              0.0071291,              0.0071291
                      5,                 1.1694,                 2.5578,                 2.1962,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0068787,              0.0068787,              0.0068787
                      6,                 1.1206,                 2.3437,                 2.1175,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0066283,              0.0066283,              0.0066283
                      7,                 1.0896,                 2.2348,                 2.0724,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0063779,              0.0063779,              0.0063779
                      8,                  1.062,                 2.1497,                  2.039,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0061274,              0.0061274,              0.0061274
                      9,                 1.0276,                 2.0602,                 1.9922,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.005877,               0.005877,               0.005877
                     10,                  1.025,                 1.9975,                 1.9739,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0056266,              0.0056266,              0.0056266
                     11,                 1.0097,                 1.9131,                 1.9622,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0053761,              0.0053761,              0.0053761
                     12,                 1.0007,                 1.8958,                 1.9516,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0051257,              0.0051257,              0.0051257
                     13,                0.98734,                 1.8377,                 1.9129,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0048753,              0.0048753,              0.0048753
                     14,                0.98542,                 1.7837,                  1.894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0046248,              0.0046248,              0.0046248
                     15,                0.93969,                 1.6873,                 1.8473,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0043744,              0.0043744,              0.0043744
                     16,                0.95169,                 1.7004,                 1.8568,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.004124,               0.004124,               0.004124
                     17,                0.93036,                 1.6272,                 1.8344,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0038736,              0.0038736,              0.0038736
                     18,                0.92037,                 1.6037,                 1.8163,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0036231,              0.0036231,              0.0036231
                     19,                 0.9023,                 1.5876,                 1.8138,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0033727,              0.0033727,              0.0033727
                     20,                0.89287,                 1.5129,                 1.7804,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0031223,              0.0031223,              0.0031223
                     21,                0.87142,                 1.3738,                 1.8434,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0028718,              0.0028718,              0.0028718
                     22,                0.86282,                 1.3069,                 1.8212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0026214,              0.0026214,              0.0026214
                     23,                0.83784,                 1.2686,                 1.7977,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.002371,               0.002371,               0.002371
                     24,                0.82219,                 1.2065,                 1.7498,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0021206,              0.0021206,              0.0021206
                     25,                0.81721,                 1.1693,                 1.7534,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0018701,              0.0018701,              0.0018701
                     26,                0.79719,                 1.1193,                 1.7372,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0016197,              0.0016197,              0.0016197
                     27,                0.78198,                 1.0991,                 1.7079,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0013693,              0.0013693,              0.0013693
                     28,                0.76939,                 1.0483,                 1.6834,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0011188,              0.0011188,              0.0011188
                     29,                0.74284,                 1.0094,                 1.6426,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00086841,             0.00086841,             0.00086841
                     30,                0.73698,                0.96809,                  1.633,                0.79662,                0.73517,                0.79155,                 0.4992,                0.81823,                 1.0515,                 1.7868,             0.00061798,             0.00061798,             0.00061798
